Review,Brand,Variety,Style,Country,Stars,TopTen
2002,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,NA
2001,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4,NA
2000,Nissin,Chikin Ramen Donburi,Bowl,Japan,5,NA
1999,Nissin,Curry Udon,Cup,Japan,5,NA
1998,Nissin,Men Shokunin Shoyu,Bowl,Japan,5,NA
1997,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,NA
1996,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4,NA
1995,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5,NA
1994,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5,NA
1993,Nissin,Raoh Tonkotsu,Pack,Japan,5,NA
1992,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,NA
1991,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5,NA
1990,Nissin,Cup Noodle,Cup,Japan,5,NA
1987,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,NA
1986,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,NA
1983,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4,NA
1982,Master Kong,Assorted Pork Bone Noodle,Pack,China,4,NA
1979,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3,NA
1976,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,NA
1974,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5,NA
1971,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,NA
1969,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,NA
1968,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,NA
1967,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,NA
1966,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,NA
1959,Myojo,Charumera Shoyu Ramen,Pack,Japan,4,NA
1958,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4,NA
1957,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4,NA
1956,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0,NA
1955,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,NA
1952,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,NA
1951,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,NA
1950,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4,NA
1949,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,NA
1948,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,NA
1946,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,NA
1944,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5,NA
1943,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5,NA
1940,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5,NA
1938,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5,NA
1936,Fortune,Rice Noodle Coconut Curry,Pack,USA,1,NA
1935,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,NA
1934,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5,NA
1933,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,NA
1932,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,NA
1928,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3,NA
1927,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,NA
1926,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4,NA
1924,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,NA
1921,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,NA
1920,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,NA
1919,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,NA
1917,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,NA
1915,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,NA
1913,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0,NA
1911,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5,NA
1910,Nissin,Chow Mein Pad Thai,Tray,USA,3,NA
1908,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,NA
1903,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,NA
1898,Master Kong,Spicy Fish Noodle,Bowl,China,3,NA
1897,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,NA
1895,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5,NA
1893,Nissin,Cup Noodle Sio,Cup,Japan,5,NA
1892,Ottogi,Cheese Ramen,Pack,South Korea,4,NA
1891,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,NA
1890,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,NA
1875,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5,NA
1873,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0,NA
1872,Itsuki,Hakata Ossyoi,Pack,Japan,5,NA
1871,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,NA
1868,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,NA
1867,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,NA
1864,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5,NA
1863,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,NA
1860,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,NA
1858,Myojo,Wantan Men,Bowl,Japan,5,NA
1857,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,NA
1855,Daraz,Negi Man Ramen,Pack,Japan,3,NA
1852,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,NA
1851,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,NA
1850,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,NA
1846,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor,Tray,USA,4.5,NA
1844,Seven & I,Gold Sumire Ramen,Bowl,Japan,5,NA
1843,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,NA
1842,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5,NA
1841,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4,NA
1840,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,NA
1832,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,NA
1831,Kuriki,Plum Mayo Ramen,Pack,Japan,4,NA
1830,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,NA
1829,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5,NA
1828,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5,2016 #9
1827,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5,NA
1825,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,NA
1824,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5,NA
1821,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,NA
1820,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,NA
1819,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5,NA
1818,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,NA
1815,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4,NA
1812,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,NA
1809,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,NA
1808,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,NA
1807,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,NA
1803,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4,NA
1802,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package),Cup,USA,3.5,NA
1801,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,NA
1800,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,NA
1799,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,NA
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,NA
1796,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,NA
1786,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,NA
1784,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5,NA
1780,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,NA
1779,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,NA
1778,JML,Spicy King Spicy Chicken,Pack,China,5,NA
1777,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,NA
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,NA
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,NA
1774,JML,Spicy King Spicy Pork,Pack,China,5,NA
1773,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4,NA
1772,JML,Spicy King Spicy Beef,Pack,China,5,NA
1771,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,NA
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,NA
1768,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5,NA
1766,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,NA
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package),Cup,USA,3.5,NA
1763,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,NA
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,NA
1761,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1,NA
1760,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,NA
1759,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4,NA
1756,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,NA
1754,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5,NA
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,NA
1752,Kuriki,Mayo Ramen,Pack,Japan,4.75,NA
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,NA
1749,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,NA
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,NA
1744,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5,NA
1741,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,NA
1740,Master Kong,Braised Beef Noodle,Pack,China,4.25,NA
1739,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,NA
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,NA
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,NA
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,NA
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,NA
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,NA
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,NA
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,NA
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,NA
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,NA
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,NA
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,NA
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,NA
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,NA
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,NA
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,NA
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,NA
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,NA
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,NA
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4,NA
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,NA
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,NA
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,NA
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,NA
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,NA
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,2016 #7
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,NA
1687,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,NA
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,NA
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,NA
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,NA
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,NA
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,NA
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,NA
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,NA
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5,NA
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,NA
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,NA
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,NA
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,NA
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,NA
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,NA
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,NA
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,NA
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,NA
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,NA
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,NA
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,NA
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,NA
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,NA
1643,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,NA
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0,NA
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,NA
1638,A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5,2015 #10
1635,Wai Wai,Quick Zabb Tom Klong Flavour Instant Noodles,Pack,Thailand,2.75,NA
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,NA
1631,Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4,NA
1630,Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5,NA
1627,Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,NA
1626,Nissin,Gonbuto Kistune Udon,Bowl,Japan,2.75,NA
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,NA
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,NA
1622,Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,USA,4,NA
1621,Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3,NA
1618,Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,NA
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5,NA
1615,Hankow,Shanghai Kaiyang Noodle,Pack,China,4,NA
1613,Maruchan,Kaoru Maitake Tempura Udon,Bowl,Japan,3.25,NA
1609,Mitoku,Brown Rice Ramen,Pack,Japan,0.25,NA
1607,Myojo,Nyumen Desse Shoyu,Bowl,Japan,2.75,NA
1604,Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1,NA
1601,Nongshim,Jinjja Jinjja (New),Pack,South Korea,5,NA
1600,Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5,NA
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,NA
1597,Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,USA,4,NA
1595,JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5,NA
1594,Acecook,Jan Jan Dashi Shoyu Yakisoba,Cup,Japan,2.25,NA
1593,Nongshim,Tteokgukmyun,Pack,South Korea,4.25,NA
1592,Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5,NA
1580,Emart,Dare You! Habanero Ramen (New Edition),Pack,South Korea,3.75,NA
1578,Nissin,Gonbuto Tempura Udon,Bowl,Japan,4,NA
1577,Mama,Pork Flavour Whole Wheat Noodle,Pack,Thailand,3.75,NA
1575,Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5,NA
1574,Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5,NA
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,NA
1570,Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5,NA
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,NA
1567,Nissin,Emergency Cup Noodle,Cup,Japan,4.25,NA
1565,Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5,NA
1563,Nongshim,Shin Ramyun Noodle Soup (New Edition),Pack,USA,4.25,NA
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,NA
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,NA
1552,Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5,NA
1551,Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5,NA
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,NA
1547,Vedan,Volcano Spicy Pork Noodle,Bowl,Taiwan,4.25,NA
1544,Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,USA,1.5,NA
1541,Wu-Mu,Steam Pork Flavour,Pack,Taiwan,3.75,NA
1540,Unif-100,Instant Noodles Artificial Shallot Beef Flavour,Pack,China,4.25,NA
1539,New Touch,Kimchi Noodle,Bowl,Japan,3.5,NA
1537,Wai Wai,Quick Zabb Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,NA
1523,Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5,NA
1521,Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5,2015 #9
1520,Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3,NA
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,NA
1515,Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4,NA
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,NA
1511,Long Jun Hang,Tainan Yi Mien With Sesame Oil Sauce,Pack,Taiwan,3.25,NA
1509,Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5,NA
1504,Master Kong,Stewed Beef Flavor Cooking Noodle,Pack,China,4.25,NA
1503,Nongshim,Bowl Noodle Soup Shrimp Habanero Lime Flavor,Bowl,USA,3.25,NA
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,NA
1501,Acecook,Ohmori Chukafu Yakisoba,Tray,Japan,3.25,NA
1498,Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5,NA
1497,Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1496,Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5,NA
1493,Maruchan,Magomi-an Kitsune Udon (Eastern Japan Flavor),Bowl,Japan,4.25,NA
1492,Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,NA
1491,Ottogi,Potato Ramen,Pack,South Korea,3.75,NA
1488,Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5,NA
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,NA
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,NA
1482,Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4,NA
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,NA
1480,Paldo,Jjol Bibim Men,Pack,South Korea,4,NA
1479,Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,NA
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,NA
1477,Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4,NA
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,NA
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4,NA
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5,NA
1472,Ruski,Chicken Masala Flavour Instant Fried Noodles,Pack,Thailand,3.75,NA
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5,2013 #10
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,NA
1468,Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5,NA
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,NA
1466,Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5,2015 #8
1463,Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5,NA
1462,Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,Taiwan,2.25,NA
1446,Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5,NA
1444,Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5,NA
1443,Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25,NA
1441,Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5,NA
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,NA
1438,Maruchan,Old Style Miso Ramen,Pack,Japan,3.5,NA
1436,Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5,NA
1430,Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4,NA
1428,Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3,NA
1427,Osaka Ramen,Miso Ramen,Bowl,USA,3.75,NA
1426,Ottogi,Cheese Bokki,Bowl,South Korea,4,NA
1422,Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3,NA
1421,Nongshim,Korean Clay Pot Ramyun Noodle,Cup,China,2.75,NA
1420,Maruchan,I Want To Eat Ramen Shio,Pack,Japan,3.75,NA
1418,Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1,NA
1417,Sau Tao,Oat Noodle Abalone Flavored,Pack,Taiwan,1.75,NA
1416,Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2,NA
1414,Paldo,Cheese Ramyun (for US market),Pack,South Korea,5,NA
1413,Chering Chang,Curry La-Men,Pack,Taiwan,5,NA
1411,A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4,NA
1409,Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5,NA
1407,Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,5,NA
1404,Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4,NA
1401,Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,Japan,3.75,NA
1400,Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,South Korea,3.75,NA
1397,Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4,NA
1396,Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,Japan,4.75,NA
1395,Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25,NA
1394,Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5,NA
1392,Miracle Noodle,Miso Marvellous Soup,Pack,USA,4,NA
1388,Paldo,Barbecue Ramyun (Prototype),Pack,South Korea,3.75,NA
1387,Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4,NA
